,Insurance,Policy Holders,Premium Amounts,Claim Amounts,Premium Type,Insurance Year,Casualty Year,Casualty Month,Total Vehicles Crashed,Sex,Age
7782,The Oriental Insurance Company,4660,25078.0,37143.0,Personal Insurance Premium,2015,2016,August,2,Male,28
7783,HDFC ERGO General Insurance,4485,31131.0,44069.0,Personal Insurance Premium,2015,2016,February,6,Female,40
7784,The Oriental Insurance Company,4407,26654.0,23307.0,Commercial Insurance Premium,2015,2016,October,3,Male,63
7785,TATA AIG General Insurance,1191,35002.0,38599.0,Personal Insurance Premium,2015,2016,February,4,Female,67
7787,The New India Assurance,3667,24658.0,79268.0,Personal Insurance Premium,2018,2019,March,4,Female,44
7788,ICICI Lombard General Insurance,2284,45962.0,59172.0,Personal Insurance Premium,2017,2018,July,10,Male,72
7789,TATA AIG General Insurance,3193,35892.0,92246.0,Commercial Insurance Premium,2014,2015,October,2,Female,41
7790,HDFC ERGO General Insurance,1597,38818.0,70958.0,Personal Insurance Premium,2017,2018,January,10,Male,30
7791,TATA AIG General Insurance,3622,26982.0,92437.0,Commercial Insurance Premium,2017,2018,October,4,Female,66
7793,ICICI Lombard General Insurance,3144,20400.0,72448.0,Commercial Insurance Premium,2016,2017,May,10,Male,49
7794,TATA AIG General Insurance,1756,27606.0,44455.0,Commercial Insurance Premium,2017,2018,June,9,Female,19
7795,ICICI Lombard General Insurance,4317,25867.0,81104.0,Personal Insurance Premium,2016,2017,April,7,Male,23
7797,ICICI Lombard General Insurance,4349,23520.0,78471.0,Commercial Insurance Premium,2014,2015,December,4,Female,29
7798,HDFC ERGO General Insurance,4769,48007.0,35638.0,Commercial Insurance Premium,2018,2019,June,5,Female,50
7799,The Oriental Insurance Company,3259,36183.0,99540.0,Personal Insurance Premium,2017,2018,January,8,Male,59
7800,HDFC ERGO General Insurance,4880,49965.0,65654.0,Personal Insurance Premium,2016,2017,July,10,Female,29
7801,ICICI Lombard General Insurance,1073,32397.0,94513.0,Commercial Insurance Premium,2017,2018,January,2,Female,42
7802,TATA AIG General Insurance,4385,39380.0,70040.0,Personal Insurance Premium,2016,2017,June,4,Male,79
7803,The Oriental Insurance Company,4588,33055.0,88136.0,Personal Insurance Premium,2016,2017,September,9,Male,76
7804,TATA AIG General Insurance,1078,34975.0,67947.0,Personal Insurance Premium,2017,2018,January,2,Female,52
7805,The New India Assurance,3300,32457.0,26844.0,Personal Insurance Premium,2014,2015,August,3,Male,78
7806,TATA AIG General Insurance,1153,45885.0,90854.0,Commercial Insurance Premium,2017,2018,December,1,Female,67
7807,ICICI Lombard General Insurance,1179,36954.0,72428.0,Commercial Insurance Premium,2018,2019,January,10,Female,56
7809,The New India Assurance,3866,32121.0,68025.0,Personal Insurance Premium,2014,2015,March,7,Male,41
7810,The New India Assurance,3532,24069.0,72095.0,Commercial Insurance Premium,2018,2019,February,3,Male,70
7811,HDFC ERGO General Insurance,4783,35159.0,27159.0,Personal Insurance Premium,2016,2017,December,3,Female,44
7812,HDFC ERGO General Insurance,2096,31500.0,74947.0,Personal Insurance Premium,2015,2016,December,1,Male,30
7815,The Oriental Insurance Company,1438,28858.0,33086.0,Personal Insurance Premium,2016,2017,December,4,Male,61
7816,TATA AIG General Insurance,1475,35377.0,39578.0,Personal Insurance Premium,2017,2018,April,1,Female,66
7818,The Oriental Insurance Company,2537,28488.0,57681.0,Personal Insurance Premium,2014,2015,August,7,Female,57
7820,The New India Assurance,4653,40859.0,29030.0,Personal Insurance Premium,2017,2018,November,5,Female,38
7821,ICICI Lombard General Insurance,1804,24896.0,63560.0,Personal Insurance Premium,2014,2015,January,6,Male,61
7822,ICICI Lombard General Insurance,1120,20131.0,73881.0,Personal Insurance Premium,2017,2018,December,3,Male,33
7823,HDFC ERGO General Insurance,3541,45677.0,83106.0,Personal Insurance Premium,2017,2018,September,5,Female,59
7824,ICICI Lombard General Insurance,4142,42381.0,88731.0,Commercial Insurance Premium,2018,2019,November,9,Male,22
7825,TATA AIG General Insurance,4217,48685.0,24543.0,Personal Insurance Premium,2016,2017,March,1,Female,29
7826,TATA AIG General Insurance,2894,23326.0,45176.0,Commercial Insurance Premium,2016,2017,March,2,Male,31
7828,HDFC ERGO General Insurance,3882,35056.0,90285.0,Personal Insurance Premium,2016,2017,August,5,Female,33
7829,HDFC ERGO General Insurance,2618,49698.0,38117.0,Commercial Insurance Premium,2017,2018,June,6,Female,78
7830,The Oriental Insurance Company,1304,37997.0,39226.0,Personal Insurance Premium,2016,2017,November,10,Male,40
7831,The New India Assurance,3166,42398.0,95442.0,Personal Insurance Premium,2016,2017,June,5,Female,45
7832,TATA AIG General Insurance,2502,49066.0,81659.0,Personal Insurance Premium,2016,2017,December,4,Female,58
7833,HDFC ERGO General Insurance,4464,26538.0,35512.0,Commercial Insurance Premium,2015,2016,May,9,Female,48
7835,HDFC ERGO General Insurance,1720,46080.0,79196.0,Personal Insurance Premium,2018,2019,January,7,Female,57
7836,HDFC ERGO General Insurance,4341,37615.0,92204.0,Personal Insurance Premium,2016,2017,November,3,Female,20
7837,ICICI Lombard General Insurance,4869,49878.0,43834.0,Commercial Insurance Premium,2014,2015,October,8,Male,48
7838,ICICI Lombard General Insurance,2263,28831.0,37080.0,Personal Insurance Premium,2014,2015,September,3,Female,59
7839,HDFC ERGO General Insurance,4075,45716.0,99026.0,Commercial Insurance Premium,2015,2016,July,1,Male,50
7840,The New India Assurance,4026,22164.0,36383.0,Commercial Insurance Premium,2017,2018,December,10,Female,67
7841,ICICI Lombard General Insurance,2660,29223.0,60346.0,Personal Insurance Premium,2014,2015,February,10,Female,32
7842,ICICI Lombard General Insurance,4710,46455.0,58377.0,Personal Insurance Premium,2015,2016,May,6,Male,48
7843,The Oriental Insurance Company,1786,33691.0,63622.0,Commercial Insurance Premium,2018,2019,December,7,Male,76
7844,ICICI Lombard General Insurance,1734,39883.0,28301.0,Personal Insurance Premium,2018,2019,February,7,Male,41
7846,HDFC ERGO General Insurance,4794,46892.0,71408.0,Commercial Insurance Premium,2016,2017,February,10,Female,36
7847,HDFC ERGO General Insurance,4256,22583.0,27830.0,Personal Insurance Premium,2016,2017,September,4,Male,38
7848,The New India Assurance,3810,25116.0,25054.0,Personal Insurance Premium,2015,2016,May,6,Female,44
7849,TATA AIG General Insurance,3510,21723.0,89723.0,Personal Insurance Premium,2015,2016,July,6,Female,60
7850,TATA AIG General Insurance,1080,26740.0,49745.0,Personal Insurance Premium,2015,2016,June,2,Male,72
7851,HDFC ERGO General Insurance,1399,36200.0,48917.0,Personal Insurance Premium,2018,2019,July,7,Male,70
7853,The Oriental Insurance Company,2528,31301.0,39508.0,Commercial Insurance Premium,2015,2016,May,6,Male,54
7854,The Oriental Insurance Company,3660,22570.0,74620.0,Commercial Insurance Premium,2014,2015,October,6,Female,52
7858,The Oriental Insurance Company,1272,47257.0,71172.0,Personal Insurance Premium,2018,2019,August,5,Female,41
7859,HDFC ERGO General Insurance,4197,33984.0,75456.0,Personal Insurance Premium,2016,2017,April,2,Male,75
7860,The Oriental Insurance Company,2055,30905.0,32764.0,Personal Insurance Premium,2018,2019,January,1,Male,20
7861,HDFC ERGO General Insurance,1197,23589.0,46585.0,Commercial Insurance Premium,2018,2019,May,10,Male,65
7862,The Oriental Insurance Company,2844,27512.0,42165.0,Personal Insurance Premium,2016,2017,March,7,Female,23
7863,The Oriental Insurance Company,4332,29248.0,41805.0,Commercial Insurance Premium,2014,2015,August,5,Female,49
7864,TATA AIG General Insurance,4751,40829.0,20265.0,Personal Insurance Premium,2014,2015,April,8,Female,48
7866,The Oriental Insurance Company,3772,28740.0,56513.0,Commercial Insurance Premium,2017,2018,April,6,Female,61
7868,ICICI Lombard General Insurance,1218,42175.0,64119.0,Commercial Insurance Premium,2014,2015,September,6,Female,30
7870,The New India Assurance,2871,43003.0,55607.0,Commercial Insurance Premium,2015,2016,December,9,Male,18
7871,ICICI Lombard General Insurance,2754,25608.0,51116.0,Personal Insurance Premium,2018,2019,November,8,Male,76
7872,ICICI Lombard General Insurance,4017,30248.0,52549.0,Commercial Insurance Premium,2014,2015,March,4,Female,64
7873,HDFC ERGO General Insurance,3359,40571.0,91394.0,Personal Insurance Premium,2016,2017,September,4,Male,32
7874,The New India Assurance,1654,38626.0,96430.0,Commercial Insurance Premium,2014,2015,December,3,Male,45
7875,The Oriental Insurance Company,3055,36011.0,85503.0,Personal Insurance Premium,2017,2018,April,9,Female,30
7876,The Oriental Insurance Company,1134,28906.0,61756.0,Personal Insurance Premium,2017,2018,January,1,Female,56
7877,ICICI Lombard General Insurance,2050,29345.0,89693.0,Personal Insurance Premium,2016,2017,September,3,Female,58
7878,TATA AIG General Insurance,3006,45995.0,86115.0,Commercial Insurance Premium,2016,2017,March,6,Male,63
7879,The Oriental Insurance Company,1982,33545.0,90638.0,Personal Insurance Premium,2014,2015,January,3,Male,38
7880,HDFC ERGO General Insurance,2224,23452.0,90810.0,Commercial Insurance Premium,2014,2015,September,2,Male,57
7881,The New India Assurance,3836,22791.0,66084.0,Personal Insurance Premium,2014,2015,August,2,Female,18
7882,The New India Assurance,2879,41136.0,81457.0,Personal Insurance Premium,2014,2015,February,5,Female,21
7883,TATA AIG General Insurance,3897,32076.0,61123.0,Commercial Insurance Premium,2016,2017,November,2,Female,22
7886,TATA AIG General Insurance,2470,40531.0,21308.0,Commercial Insurance Premium,2014,2015,February,9,Female,56
7887,HDFC ERGO General Insurance,4511,22008.0,26512.0,Personal Insurance Premium,2015,2016,February,7,Female,39
7888,HDFC ERGO General Insurance,1837,30276.0,20085.0,Personal Insurance Premium,2014,2015,April,5,Female,45
7889,The New India Assurance,4411,20119.0,30414.0,Personal Insurance Premium,2014,2015,July,4,Male,50
7890,The Oriental Insurance Company,2322,29326.0,76809.0,Personal Insurance Premium,2014,2015,March,2,Male,40
7891,ICICI Lombard General Insurance,1358,46370.0,96041.0,Commercial Insurance Premium,2018,2019,September,2,Male,58
7892,ICICI Lombard General Insurance,1007,20613.0,51775.0,Commercial Insurance Premium,2016,2017,May,7,Male,48
7893,The New India Assurance,3025,39605.0,75138.0,Personal Insurance Premium,2016,2017,August,10,Male,20
7894,The New India Assurance,2157,43859.0,30908.0,Commercial Insurance Premium,2015,2016,November,10,Male,25
7895,HDFC ERGO General Insurance,4781,24613.0,53457.0,Personal Insurance Premium,2014,2015,February,9,Female,76
7896,HDFC ERGO General Insurance,4526,35466.0,22893.0,Personal Insurance Premium,2015,2016,June,4,Male,79
7897,ICICI Lombard General Insurance,4082,35856.0,23729.0,Commercial Insurance Premium,2014,2015,June,8,Female,68
7898,ICICI Lombard General Insurance,3292,31411.0,83127.0,Personal Insurance Premium,2015,2016,August,5,Male,18
7899,The Oriental Insurance Company,4097,37393.0,30309.0,Personal Insurance Premium,2015,2016,January,6,Male,48
7901,The New India Assurance,4095,34955.0,83990.0,Commercial Insurance Premium,2016,2017,September,9,Female,52
7902,TATA AIG General Insurance,3247,40824.0,26689.0,Commercial Insurance Premium,2014,2015,April,4,Male,47
7903,ICICI Lombard General Insurance,4644,29693.0,43852.0,Personal Insurance Premium,2015,2016,July,4,Female,34
7904,HDFC ERGO General Insurance,1671,22069.0,83139.0,Commercial Insurance Premium,2014,2015,September,3,Male,74
7905,HDFC ERGO General Insurance,3750,38058.0,36615.0,Personal Insurance Premium,2018,2019,November,10,Female,55
7907,The Oriental Insurance Company,1955,33158.0,34626.0,Commercial Insurance Premium,2018,2019,March,6,Male,35
7908,TATA AIG General Insurance,1918,33758.0,71933.0,Personal Insurance Premium,2017,2018,April,9,Male,78
7909,HDFC ERGO General Insurance,4276,27172.0,89921.0,Personal Insurance Premium,2017,2018,January,10,Female,20
7910,The New India Assurance,2741,49565.0,41699.0,Commercial Insurance Premium,2017,2018,November,1,Male,62
7911,The Oriental Insurance Company,1500,26942.0,71936.0,Personal Insurance Premium,2017,2018,June,3,Female,36
7912,The New India Assurance,1881,33418.0,63877.0,Commercial Insurance Premium,2014,2015,April,7,Male,53
7913,TATA AIG General Insurance,1279,28154.0,71865.0,Commercial Insurance Premium,2014,2015,January,8,Male,74
7914,TATA AIG General Insurance,1705,43819.0,91192.0,Personal Insurance Premium,2015,2016,September,3,Female,36
7916,ICICI Lombard General Insurance,3415,34126.0,95202.0,Commercial Insurance Premium,2017,2018,June,10,Female,50
7918,HDFC ERGO General Insurance,3409,41594.0,20335.0,Personal Insurance Premium,2017,2018,July,9,Female,76
7919,ICICI Lombard General Insurance,4212,24013.0,33109.0,Personal Insurance Premium,2018,2019,December,2,Female,46
7920,ICICI Lombard General Insurance,4823,25730.0,33839.0,Personal Insurance Premium,2014,2015,October,9,Male,61
7921,The New India Assurance,2806,20526.0,61196.0,Personal Insurance Premium,2014,2015,March,6,Male,18
7922,ICICI Lombard General Insurance,4764,21446.0,99812.0,Personal Insurance Premium,2018,2019,March,10,Male,43
7923,TATA AIG General Insurance,1992,30065.0,86060.0,Personal Insurance Premium,2016,2017,July,2,Female,62
7924,TATA AIG General Insurance,2350,30537.0,27389.0,Commercial Insurance Premium,2015,2016,May,6,Male,32
7926,HDFC ERGO General Insurance,2524,46969.0,77603.0,Commercial Insurance Premium,2017,2018,November,2,Female,68
7927,TATA AIG General Insurance,2806,39366.0,66907.0,Commercial Insurance Premium,2018,2019,February,10,Male,79
7929,HDFC ERGO General Insurance,3654,26539.0,44469.0,Commercial Insurance Premium,2015,2016,March,6,Male,74
7930,HDFC ERGO General Insurance,2346,38496.0,54276.0,Commercial Insurance Premium,2016,2017,March,3,Female,54
7932,HDFC ERGO General Insurance,1642,23587.0,96117.0,Commercial Insurance Premium,2016,2017,August,2,Male,19
7933,The New India Assurance,1473,22679.0,21450.0,Personal Insurance Premium,2014,2015,September,9,Female,64
7934,TATA AIG General Insurance,2550,49074.0,33585.0,Personal Insurance Premium,2015,2016,August,5,Male,33
7935,HDFC ERGO General Insurance,2245,47426.0,44085.0,Personal Insurance Premium,2018,2019,January,5,Female,47
7936,ICICI Lombard General Insurance,4362,25952.0,24911.0,Commercial Insurance Premium,2015,2016,April,3,Male,51
7937,The New India Assurance,3589,46763.0,98490.0,Personal Insurance Premium,2018,2019,March,5,Male,48
7938,ICICI Lombard General Insurance,3880,27296.0,48263.0,Commercial Insurance Premium,2016,2017,August,4,Male,62
7939,ICICI Lombard General Insurance,3870,48622.0,63294.0,Commercial Insurance Premium,2016,2017,October,3,Male,70
7941,ICICI Lombard General Insurance,4479,37368.0,78502.0,Personal Insurance Premium,2016,2017,June,8,Female,57
7942,ICICI Lombard General Insurance,2076,46329.0,31935.0,Personal Insurance Premium,2017,2018,August,9,Female,53
7943,The Oriental Insurance Company,1266,48391.0,80476.0,Personal Insurance Premium,2014,2015,July,10,Female,39
7945,The Oriental Insurance Company,4112,43094.0,39743.0,Commercial Insurance Premium,2018,2019,October,4,Female,22
7946,HDFC ERGO General Insurance,1136,49666.0,62086.0,Personal Insurance Premium,2015,2016,January,1,Male,53
7947,The Oriental Insurance Company,1095,25172.0,66565.0,Commercial Insurance Premium,2015,2016,August,8,Female,32
7948,ICICI Lombard General Insurance,3598,39343.0,66137.0,Personal Insurance Premium,2017,2018,February,8,Male,31
7949,HDFC ERGO General Insurance,1560,37070.0,99261.0,Commercial Insurance Premium,2016,2017,July,1,Female,22
7951,The Oriental Insurance Company,4954,27756.0,24824.0,Commercial Insurance Premium,2016,2017,April,4,Female,63
7952,The New India Assurance,2468,35290.0,78217.0,Commercial Insurance Premium,2015,2016,May,6,Female,69
7953,HDFC ERGO General Insurance,4662,49328.0,84074.0,Personal Insurance Premium,2015,2016,September,5,Female,33
7954,TATA AIG General Insurance,1770,47003.0,23813.0,Personal Insurance Premium,2016,2017,March,8,Male,41
7955,TATA AIG General Insurance,4467,29364.0,47021.0,Commercial Insurance Premium,2018,2019,May,10,Female,50
7956,TATA AIG General Insurance,2487,31229.0,29714.0,Personal Insurance Premium,2015,2016,October,7,Female,29
7957,TATA AIG General Insurance,2027,49647.0,69511.0,Personal Insurance Premium,2015,2016,May,9,Female,70
7958,The Oriental Insurance Company,2767,47996.0,50522.0,Personal Insurance Premium,2014,2015,February,9,Female,51
7959,HDFC ERGO General Insurance,4492,49784.0,68804.0,Personal Insurance Premium,2015,2016,January,7,Female,63
